id,combined_Languages,preferred_Languages,combined_Frameworks,preferred_Frameworks,combined_Libraries,preferred_Libraries,combined_Tools,preferred_Tools,combined_analyzed,preferredExperience_analyzed
29539,['Java'],없음,없음,없음,없음,없음,없음,없음,"['기술', '이상', '경험', '기존', '앱', '방식', 'RxJava', '상황', '미디어', 'iOS', 'Java', '네트워크', '모듈', '기반', '서버', '지향', '코드', 'Web', '졸업', '개발', '안정', '처리', 'Realm', '제작', '사고', '프로젝트', '실무', '가능', 'Binding', '경량', 'MVVM', '학과', '사람', 'first', '통신', '사이', '능력', 'Android', '요구', '배포', '컴퓨터', 'Application', '전산', '개선', '사진', '적용', 'App', '클라이언트', 'Data', '원활', '지식', 'Room', 'UI', '기본', '경력', '프로그래밍', '성능', '비디오', '습득', 'Legacy', '호환성', 'Gradle', '카메라', '극복', '창의', 'Offline', '과제', '기능', '관련', '참여', '동작']","['경험', '앱', '속', '신호 처리', 'VR', '디테일', '이미지', '프론트', 'iOS', 'Deep', '결과물', '개발', '하드웨어', '워크', '오디오', '집중', '사람', '렌', '그래픽스', '영상', '디스플레이', '시각', 'learning', '경력', '웹 개발', '안드로이드', 'AR', 'Frontend', '카메라', '쉐이더', '로드', 'Machine', '관련']"
22379,없음,['TypeScript'],['React'],없음,없음,없음,없음,['Slack'],"['경험', '이상', '프론트', '설계', '사용', '개발', '팀', '사이언스', 'React', '가능', '최적화', '컴퓨터', '유관', '엔드', '개선', '지식', '원활', 'UX', 'UI', '경력', '기본', '커뮤니케이션', '성능', '레거시']","['비즈니스', 'Query', 'vanilla', '경험', '캐치', 'Redux', 'GitHub Actions', '컨벤션', 'StoryBook', 'extract', '코드', '아래', '개발', '웹뷰', '빌드', '자동', 'TanStack', '다수', 'Confluence', '업무', '배포', 'ESLint', 'Prettier', 'Recoil', 'Vite', 'PR', 'Nx', '도구', 'Slack', '스택', 'React.js', '주요', '리뷰', 'Webpack', 'Github', '테이블', 'Jira', '관심', 'TypeScript', '기술']"
29540,없음,없음,없음,없음,없음,없음,없음,없음,"['SDK', 'Hybrid', '고객', '오', '기반', 'Next.js', '구조', '아키텍쳐', '연동', '해결', '코드', '개발', '크래시', '이해', '알고리즘', '분석', '작성', '기초', '능력', 'Android', 'Native', '신규', '제보', '결성', '자료', '사고력', '보수', '문제', '검증', '기능', '동시', '기여', '문서', '논리', '유지', '동작']","['코드', '운영', '경험', '하이브리드', '개발', 'SDK', '리액트 네이티브', '활용', 'DDD', '패턴', 'architecture', '라이브러리', '어플리케이션', 'Clean', '작성', '테스트', '디자인', 'Android']"
29538,없음,없음,없음,없음,없음,없음,없음,없음,"['CoreGraphics', '확장', '이상', '멀티', '경험', '방식', '속', '신호 처리', '디테일', '모바일', '미디어', '라이브러리', 'iOS', '기반', '이미지', '서버', 'FFMPEG', '사람', 'CoreVideo', 'WebGL', '코드', '결과물', '졸업', 'CoreAudio', '개발', '구성', '처리', '리서치', '하드웨어', '워크', '사고', '오디오', '제작', '집중', '경량', 'Effects', 'CoreImage', '모델', '최적화', '학과', '렌', 'AndroidOS', '능력', '요구', '배포', '그래픽스', '엔진', 'Visual', '컴퓨터', '영상', 'macOS', '전산', '디스플레이', '시각', 'AI', '적용', '최적', '지식', '경력', '성능', '사이드', '습득', 'AVFoundation', '플랫폼', 'ImageIO', 'Vulkan', '극복', '창의', '쉐이더', '과제', '로드', '이용', '렌더링', '관련', '그래픽', '기술']","['경험', 'AR', 'VR', '프로그래밍', 'learning', '경력', 'iOS', 'Deep', 'Machine', '실력', '관련', 'Android']"
29537,없음,없음,없음,없음,없음,없음,['PostgreSQL'],없음,"['비즈니스', '과정', '파악', '이상', '진행', '경험', 'PM', '환경', '기반', '사용자', '외부', '향상', 'server', '경우', '비용', '코드', '해결', '사유', '사내', '설계', '남성', '개발', '해외', '결격', '출장', '가능', '정량', '부서', '클라우드', '서비스', '테스트', '품질', '관계자', '업무', '유관', '디자이너', 'Node.js', '발생', '원인', '면제', '개선', '학습', '보수', '의견', '순위', '경력', 'PostgreSQL', '필', '문제', '모색', '성능', '작업', '기능', '기준', '동시', '결정', '조율', '문서', '이해관계자', 'Typescript', '협의', '엔지니어', '시스템', '병역', 'Backend', '유지', '대안', '규모', '설명']","['비즈니스', 'Webcomic', '백', '경험', 'API', '사항', '개발', '이해', '데이터', '모델', '디자인', '서비스', '요구', '콘텐츠', '엔드', '운영', '시스템', '관련', '규모']"
29536,없음,없음,없음,없음,없음,없음,없음,"['AWS', 'Azure', 'GCP']","['인프라', '전공', '제안', '목표', '네트워크', '클라우드 컴퓨팅', '마이그레이션', '네트워크 설계', '해결', '설계', '구성', '제언', '프로젝트', '이해', '클라우드', 'CA', '능력', '방안', '컴퓨터', '공학', '수행', '기술력', '아키텍처', '지식', 'L', '네트워크 보안', 'IT', '운영', '구축', '이슈', '의사소통', '관련', '기술']","['SDN', '운영', '경험', '활용', '관련', '수행', 'SDDC', 'AWS', 'Azure', '솔루션', '프로젝트', '구축', 'GCP', 'L', '컨테이너', 'CSP', '클라우드', '자격증']"
29534,"['R', 'Python']","['R', 'Python']",없음,없음,없음,없음,"['MySQL', 'AWS', 'GCP', 'Jupyter', 'MongoDB']",['Tableau'],"['파악', '관리', '경험', '데이터 분석', 'BigQuery', '해결', '설계', '지표', '개발', '활용', '직급', 'GCP', '정량', 'Macbook', '발굴', 'Confluence', '장비', '자격', '발생', '인사이트', '수치', 'dive', 'AWS', '가설', 'Raw', '전체', '기회', '커뮤니케이션', '문제', 'Notebook', 'MongoDB', 'Google', 'workspace', '임팩트', '제공', 'Looker', '이슈', '실시간', '정확', '관련', '과장', '종합', '이상', '지원', '바탕', '협업', '목표', '도출', 'Deep', '결과물', '팀', '전략', '이해', '필요', '데이터', 'Jupyter', '성장', '원인', '대시보드', '경력', '조사', '의사', '검증', '수립', '기여', '수학', 'Jira', '이해관계자', '다양', 'SQL', '스크립트', '기술', 'Studio', '온라인', '외부', '결과', '수준', 'etc', '사용', 'Mysql', '구매', 'Tool', '리포트', 'Content', '유의미', 'PostgreDB', 'KPI', '지식', 'Data', '모니터링', 'Google Data Studio', 'R', 'Database', '비즈니스', '진행', '연결', '역량', '기반', '달', '정형', '구성', '처리', '측정', '통계', '요건', '분석', '서비스', '커머스', '관계자', '보유', '실험', '언어', '추출', '원활', 'Python', '결정', 'MySQL', 'data', 'driven', 'Bitbucket', '능력']","['석사', '툴', '경험', '학', '수준', '학위', '활용', '분', '이해', '통계', '데이터', 'Tableau', '데이터 시각화', '커머스', 'Redash', '컴퓨터', '보유', '공학', '콘텐츠', '스크립트', '언어', '근무', 'Python', 'QuickSight', '스타트업', '분야', 'R', '수학', '관련', '능력']"
29533,"['Python', 'Kotlin', 'Dart', 'JavaScript', 'Java']",없음,"['Angular', 'Spring', 'React']",없음,없음,없음,"['AWS', 'MySQL', 'MongoDB']",없음,"['영역', '경험', '여정', '리드', '고민', '해결', '실행', '고려', '설계', '개발', '리더', '직급', 'CSS', 'Macbook', 'Spring', 'Confluence', '어드민', '장비', '자격', '엔드', 'JOOQ', 'AWS', '생산', '성능', 'Infra', 'MongoDB', 'Google', 'workspace', 'JavaScript', '과장', '이상', 'Vue', '만족', '팀원', '웹', '전문', '앱', 'End', '향상', 'ECS', '팀', '전략', '이해', 'Cloud', 'Application', 'Framework', 'Mobile', '경력', '프로덕트', '수립', '반응', 'Jira', '리딩', '기술', 'next', '고객', '프론트', 'Java', '핌아시아', 'Web', '컴포넌트', '사용', '웹뷰', 'Kotlin', '워크', 'JPA', 'Tool', 'Angular', '지식', '웹 표준', 'js', 'flutter', 'Typescript', 'Database', '비즈니스', '도', '매니징', '환경', 'Back', '모바일', 'Next.js', '어플리케이션', 'native', '사용자', 'Front', '목적', 'JS', '완벽', '코드', '제품', 'Dart', 'React', 'HTML', '요건', '최적화', '접근성', 'react', '보유', '문제점', '최적', '멘토링', 'Python', '프레임', 'app', 'MySQL', 'TS', '관심', '친화', 'Bitbucket']","['리팩토링', '일', '경험', '환경', '역량', '프론트', '완수', '회사', '고민', '크로스브라우징', '능동', '수동', '말', '오너', '인', '성공', '생각', '필요', '초기', '사람', '데이터', '최적화', '서비스', '업무', '커리어', '엔드', '개선', '최적', '의견', '원활', '계발', '열정', '성능', '근거', '레퍼런스', '자신', '스타트업', '본인', '적극', '의사소통', '능력']"
29501,없음,없음,없음,['Express'],없음,없음,"['Docker', 'GCP', 'Kubernetes', 'Git']","['Docker', 'AWS', 'Azure', 'MySQL', 'GCP', 'PostgreSQL']","['용량', '백', '확장', '동료', '경험', 'Git', '협업', '환경', 'HA', '애플리케이션', 'NoSQL', 'API', '기반', '서버', '장애', '종이', '일관', 'RDBMS', '해결', 'CD', '설계', '고려', '활용', '개발', '안정', '처리', '데이터베이스', '사용', 'Scalability', '가능', 'GCP', '자동', '구현', '데이터', '컨테이너', '분석', '클라우드', '서비스', 'RESTful', '배포', 'Docker', '엔드', 'Kubernetes', '보수', '원활', '트래픽', '도구', '모니터링', '커뮤니케이션', '문제', '운영', 'CI', '주도', '자기', '시스템', '고가용성', '논리', '유지', 'Consistency', '학교']","['Express', '경험', '환경', '애플리케이션', '기반', '서버', '장애', '해결', '사용', '개발', 'Azure', 'GCP', '클라우드', '서비스', '배포', 'Docker', '발생', 'AWS', 'Node', 'PostgreSQL', '문제', 'js', '운영', 'NestJS', 'MySQL', 'Kuerbernetes', '대응', 'Typescript']"
29541,없음,없음,없음,없음,없음,없음,없음,없음,"['이상', 'SDK', '경험', 'Hybrid', '고객', '동기', 'RxJava', '오', '기반', 'Next.js', '구조', '아키텍쳐', '연동', '해결', '코드', '개발', '크래시', '이해', '알고리즘', '분석', '작성', '기초', '능력', 'Android', 'Native', '신규', '제보', '결성', '자료', '사고력', '보수', '프로그래밍', '문제', '검증', '기능', '동시', 'Coroutine', '기여', '문서', '생태', '논리', '유지', '동작']","['코드', '운영', '경험', '하이브리드', '개발', 'SDK', '리액트 네이티브', '활용', 'DDD', '패턴', 'architecture', '라이브러리', '어플리케이션', 'Clean', '작성', '테스트', '디자인', 'Android']"
29532,없음,없음,없음,없음,없음,없음,없음,없음,"['관리', '조치', '활동', '고객', '제안', '선', '기반', '파트너사', '사항', '서버', '결과', '장애', '감사', '훈련', '진단', 'NW', '이해', '보안', '추적', '분석', '요구', '장비', '설비', '유관', 'Application', '리눅스 서버', '보수', 'SW', '모', '문', 'HW', '건설', 'IT', '예방', 'DR', '운영', '로그', '결함', '대응', '협의', '시스템', '내부통제', 'Windows', '유지', '전공자']","['경험자', '보유자', '운영', '사내', '경험', '개발', 'NW', '시스템', '자격증', '관련', 'ERP']"
28571,['Java'],없음,['Spring Boot'],['React'],없음,없음,['MySQL'],"['Docker', 'Redis']","['DB', '파악', '상태', '관리', '확장', '이상', '진행', '백', '정의', '책임감', '포트폴리오', '토대', '주소', '환경', '사용자', 'Java', '모듈', '조직', '기간', 'QueryDSL', '쿼리', '해결', '실행', '필수', '요구사항', 'WMS', '설계', '안정', '사용', 'JPA', '방향', '가능', '이해', '창출', '리소스', '최적화', '테스트', '발생', '과업', 'Spring Boot', '엔드', '수행', '강구', '통합', '수익', '소통', '경력', '모니터링', '안', '문제', '검증', '리스크', '제출', '기준', '운영', '제공', '기여', 'Github', 'MySQL', '이해관계자', '사업', '범용', '시스템', '기능', '산정']","['관리', '경험', 'Redis', '고민', '스트리밍', 'Kafka', '처리', '입', '인', '가능', '이해', 'React', '데이터', '컨테이너', '업무', '관계자', 'Docker', '수행', '최적', '트래픽', '커뮤니케이션', '성능', '프로덕트', '하우스', '운영', '주도', '스타트업', '동시', '다양', '관심', 'Javascript', '캐싱']"
29531,없음,없음,없음,없음,없음,없음,['AWS'],없음,"['관리', '이상', '경험', '웹', '팀원', '전문', '협업', '환경', '애플리케이션', '목표', '프론트', '유니버스', '상품', '사용자', '포인트', '기반', '조직', '효과', 'Next', '향상', '프로모션', '개발', '팀', '워크', '성공', '이해', '가능', '구현', '전반', '프로젝트 관리', '서비스', '배포', '담당', '보유', '엔드', '주문', 'AWS', '최적', '보수', '지식', '클라이언트', '원활', '소통', 'UX', 'UI', '스택', '주요', '성능', '쿠폰', '놀', 'js', '설정', '운영', '프레임', '멘토링', '리더십', '이해관계자', '다양', '구축', '이용', '유지', '친화', '기술']","['관리', '기술', '경험', '기반', '탐구', '데이터', '슈팅', '거부감', '분석', '트러블', '보유', '학습', '지속', 'UX', 'UI', '문제', '의사', '리스크', '결정', '신속', '능력']"
29535,없음,없음,없음,없음,없음,없음,없음,없음,"['인프라', '관리', 'MSP', '경험', '취득', 'PM', '보고', '역량', '서버', '장애', '비용', '인증서', '설계', '구성', '정기', '니즈', '가이드', '갱신', '매뉴얼', '포털', '고객사', '최적화', '분석', '라이선스', '작성', '클라우드', '어드민', 'LSP', '수행', '개선', '모니터링', '인증', '변경', '설정', '운영', 'SRE', '솔루션', '수립', '대응', '구축', '이슈', '시스템', '관제', '프로그램']","['보유', '관련', '클라우드', '자격증']"
29529,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,"['AWS', 'Git']",없음,"['석사', '이용자', '관리', 'Citeasy', '경험', '국내', '이', '계획', '협력', '상품', '시간', '극대', '도전', '편리', '내부', '공감', '활용', '개발', '설계', '기', '전직', '특례', '추적', 'Spring', '클라우드', '빅데이터', '편입', '발전', '콘텐츠', '기록', '방문자', '공학', '엔드', '지금', '러닝', 'AWS', 'AI', '소비', '기대', '성능', 'end', '향', '주도', '제공', '이슈', '과제', '관련', '연속', '도입', '인프라', '형상', '정도', '이상', '독점', '지원', '기존', '일', '웹', '전문', '바탕', '방식', '목표', '앱', '내년', 'API', '구독', '한국', '원문', '인재', '합류', '팀', '분', '점', '채팅', '흑자', '이해', '선도', '개발자', '성장', '대표', 'RESTful', '컴퓨터', '소개', '신규', '작용', '개선', '아키텍처', '적용', '지속', '예정', '시도', '운영', '기업', '수립', '시장', '형성', '다양', 'SQL', '논문', '영향', '요원', '프로그램', '기술', '과정', '발돋움', '최고', 'Git', '완결', 'Pipeline', '사회', '누리미디어', 'Java', '기관', '생성', '변신', '학술', 'Platform', '머신', '상호', '사용', '데이터베이스', '워크', '최초', '가능', '앤드', '전반', '요구', '함양', '자', 'Spring Boot', '지식', '중심', '도구', '모니터링', '내일', '열정', '산업', '작업', 'CI', '시작', '사업', '아카루트', '오늘', '구축', '병역', '관계', 'DBpia', '모두', '백', '저자', '정보', '진행', '디비피아', '첨단', 'KRpia', '세상', '환경', '서지', '기반', '사용자', '혁신', 'PoC', 'Front', '서버', 'idea', '일관', 'CD', '최신', '졸업', '연', '자사', '실무', '시너지', '외주', '메타', '대중', 'IDC', '이관', '인소싱', '대한민국', '한국학', '작성', '서비스', '추천', '분석', '업무', '보유', '전', '올드', '주', '커리어', '경계', '출시', '업계', '설립', '백엔드 개발', '단계', '우상', 'DevOps', '연구', 'MVC', '플랫폼', '프레임', 'SVN', '적극', '시스템', 'Cross', '성과', 'Bitbucket', '능력']","['도입', '경험', '개발', '협업', '중시', '관심', '원활', '커뮤니케이션', '열정', '연구', '기술']"
