id,min_career,max_career,intro,title,jobCategoryIds,technicalTags,countryCode,location,description,preferredExperience,requirement,CompanyName
258850,0,8,"비씨엠테크는 AI 엣지 하드웨어 분야에서 급성장하고 있는 유망한 기업입니다.
당사는 자체적인 AI Edge 하드웨어를 공급하고 있으며, 자체 하드웨어의 소프트웨어 지원을 강화하기 위해 
소프트웨어 엔지니어를 모시고 있습니다.
글로벌 AI칩사와의 협력을 통해 개발된 다양한 형태의 AI 하드웨어에 대해서 고객의 기술 문제와 개발 업무를 지원하는
엔지니어입니다.
기본적으로 파이슨, 리눅스 기반으로 업무를 진행합니다.
의사 소통에 적극적이시고, 긍정적 사고 방식을 가진 엔지니어의 많은 지원 기대합니다.",AI Edge 하드웨어 기반 소프트웨어 엔지니어,"파이썬 개발자, 기술지원, 소프트웨어 엔지니어","Github, Linux, C / C++, Python, Docker",kr,경기,"• AI 하드웨어 기반 소프트웨어 기술/개발 지원 (NVIDIA Jetson, Hailo-8 NPU)
• Pyhton 기반 소프트웨어 개발 및 기술 지원
• 내부 AI 하드웨어 제품을 위한 프로그램 개발
• Linux(우분투, 데비안)기반 기술 지원",,"• Linux 유경험자
• AI 소프트웨어 개발 및 지원 경험자 우대
• Python 사용 가능자
• C++ 사용 가능자 우대
• 하드웨어 기술지원 경험자 우대",비씨엠테크
258682,0,3,"퀀타매트릭스는 미생물 및 분자면역 체외진단 의료기기 전문기업으로 분자생물학, 화학, 전자공학, 컴퓨터, 기계공학 등 다양한 분야를 융합하여 체외진단 의료기기에 대해 연구개발하고 있습니다.
메인 연구개발 분야는 패혈증에 대한 신속 항생제 감수성 검사 시스템으로 패혈증은 시간당 생존율이 9%씩 감소하여 사망률이 40%가 넘는 위급한 질병입니다.
퀀타매트릭스의 신속 항생제 감수성 검사 기기 dRAST는 타사 제품보다 3050시간 빠르게 최적의 항생제를 처방하는 제품으로 유럽 등 글로벌 시장에 공급하고 있습니다. 위 제품 외에도 치매조기진단 키트 등 인류의 건강과 복지에 기여할 다양한 제품을 지속개발하고 있습니다.
퀀타매트릭스는 인류의 건강과 복지에 기여하는 글로벌 리더 기업이 되기 위해 오늘도 노력하고 있으며, 함께 할 도전적이고 창의적인 인재를 모집합니다. 3초에 한 명, 소중한 생명을 구하는 일에 함께 할 인재들의 적극적인 지원을 바랍니다","C#, WPF 의료장비 SW개발","C,C++ 개발자, 소프트웨어 엔지니어","C#, C++, WPF, OpenCV",kr,서울,"• Windows 환경의 의료장비 하드웨어 구동 및 응용 소트프웨어 개발 및 설계
• 스킬 C#, WPF, 협업툴, 자동화장비 개발","• OpenCV, Winform, C++","• 학력 : 학사 이상
• 경력 : 경력 무관(신입도 지원 가능)",퀀타매트릭스
245118,3,100,"NSUS Group은 북미, 유럽, 아시아 등 다양한 지역에 약 700명 이상의 임직원들이 일하고 있는 다국적 기업으로 iGaming 업계의 유니콘이며, NSUSLAB은 NSUS Group의 개발 스튜디오로서 그룹의 핵심적인 역할을 담당하고 있습니다.
NSUSLAB의 위대한 도전을 함께 할 우수 인재를 적극 모시고자 하니, 많은 관심과 지원 부탁 드립니다.",[ATI]AI Software Engineer,"파이썬 개발자, BI 엔지니어, 소프트웨어 엔지니어",,kr,서울,"• 다양한 도메인을 아우르는 AI 애플리케이션 설계, 개발 및 배포
• AI 기능을 활용한 확장 가능하고 효율적인 소프트웨어 시스템 설계
• AI 기능을 서비스하는 API 개발 및 유지보수
• AI 모델 학습, 평가 및 배포를 위한 데이터 파이프라인과 MLOps 체계 구성
• 데이터 과학자, 제품 관리자, UX 디자이너와 협력하여 직관적인 AI 기반 기능 개발
• 테스트, 코드 리뷰 및 모범 사례 준수를 통한 코드 품질 보장","• AI 모델 또는 AI 서비스에 연동된 제품/서비스 개발 경험
• 엔터프라이즈 통합 패턴 및 메시징 프로토콜에 대한 기술적 이해와 서버 간 기능 통합의 능숙함
• 단일 목적을 위한 실시간 또는 배치 처리를 위해 다중 서비스를 유기적으로 통합한 경험
• 주요 클라우드 서비스(AWS, Azure, GCP 등)를 활용한 AI 애플레케이션 구축 경험
• Production workload 배포를 위한 IaC(Infrastructure as Code) 작성 경험
• ML/DL 프레임워크(TensorFlow, PyTorch 등)를 활용한 모델 개발, 학습, 평가, 조정 및 배치 경험
• Foundation 모델(LLM, Diffusion, Contrastive Learning Models 등)의 전이 학습 및 미세조정 경험
• AI 모델 서빙 frameworks (TensorFlow Serving, TorchServe, ONNX Runtime 등)을 이용한 model deploy/serving 경험
• 관계형 및 비관계형 데이터베이스 시스템에 대한 이해 및 데이터 모델링 능력
• 대규모 데이터셋 및 다양한 데이터 소스 처리 능력
• 빅데이터 처리 프레임워크 (Apache Beam, Spark 및 그 확장 등) 활용 능력
• 대화형 AI 애플리케이션 개발을 위한 프론트엔드 기술 경험
• 오픈소스 AI 프로젝트 기여 또는 주요 저널 또는 컨퍼런스에 연구 논문 발표","• 컴퓨터 과학/공학, AI 또는 관련 분야의 학사 또는 석사 학위 (또는 동등한 수준의 경력)
• 뛰어난 프로그래밍 능력, 특히 Python이 주력으로 사용된 프로젝트의 상용 서비스 경험
• Transformer, Diffusion 모델과 같은 주요 생성형 AI 기반 모델에 대한 전반적인 이해
• 기계학습, 강화학습 및 미세조정에 대한 이론적 이해와 실무 지식
• 클라우드 플랫폼(AWS, Azure, GCP 등)의 PaaS 기반 혹은 serverless 애플리케이션 개발 및 배포 경험
• 데이터 구조, 알고리즘 및 소프트웨어 디자인 패턴에 대한 지식 
• 버전관리, CI/CD, IaC 등 소프트웨어 개발 및 운영 모범사례에 대한 지식
• 효과적인 협업과 지식 공유를 위한 탁월한 의사소통 능력",앤서스랩코리아
213384,5,7,"아파트멘터리는 인테리어 서비스 혁신 스타트업으로 아날로그 중심의 국내 인테리어 시장에서 디지털 혁신을 이끌어가고 있습니다. 집을 고치는 모듈형 인테리어 서비스를 메인으로 투명하고 표준화된 고객 중심의 서비스를 제공하고 있으며, 데이터를 활용하여 집의 공간을 꾸미는 리빙 브랜드 제품들을 만들고, 그 외에도 멤버십 제도, 인테리어 금융 서비스 등 산업 내 소비자 중심의 새로운 기준들을 세우고 있습니다.

국내 인테리어 시장은 약 50조원에 달하지만, 지난 30여년간 공급자 중심의 ‘깜깜이 시장’으로 존재하였고, 코로나 이후 IT와 데이터를 기반으로 디지털화가 가속화되며 소비자 중심의 시장으로 개편되며 빠르게 성장하고 있습니다.

아파트멘터리는 IT를 기반으로 고객의 행동패턴들을 바꾸고, 산업의 새로운 기준들을 제시할 수 있다고 믿으며, 앞으로도 IT에 대한 투자를 지속 확대시켜나갈 계획입니다. 이를 위해 ‘22년 450억원 규모의 Series C 투자를 마무리하였고, ‘Forbes Asia 100 to Watch 2022’, ‘혁신아이콘(신용보증기금) 8기’ 등에도 선정되었습니다.

[관련 기사]
마이피치, 앱 어워드 코리아 2024 올해의 앱 생활서비스 분야 인테리어 부문 대상
http://www.dizzotv.com/site/data/html_dir/2024/11/07/2024110780184.html

아파트멘터리의 '마이피치', 데이터 기반 서비스를 통한 인테리어 시장의 디지털 전환 선도
http://www.dizzotv.com/site/data/html_dir/2024/11/06/2024110680068.html

'깜깜이' 인테리어가격 표준화…관행 깨고 신뢰 얻었다
https://www.sedaily.com/NewsView/2D5CWRJOUU

아파트멘터리, 450억 규모 시리즈C 투자 유치 최종 마무리
https://n.news.naver.com/mnews/article/009/0005017316

아파트멘터리, ‘아시아 태평양 고성장 기업 2023’ 선정
https://www.fnnews.com/news/202303161406253317

아파트멘터리, 전년 동기 대비 266% 매출 성장
https://news.mt.co.kr/mtview.php?no=2023051816565591253

“인테리어에 IT 이식… K리빙 선두주자 되겠다""
https://n.news.naver.com/mnews/article/030/0003073531


[A:Peach팀을 소개할게요]
• A:Peach팀은 리모델링 비즈니스에서 반드시 필요한 모바일/웹 프로덕트를 개발하는 팀이에요. 기존에 리모델링 시장에서 파편화되어 있던 정보를 한 데 모아 매니저, 시공자, 고객 모두가 편리하게 사용할 수 있는 새로운 IT 기반의 리모델링 프로세스를 구축하고 있어요.
• 아래는 현재 A:Peach팀이 이미 출시 했거나, 출시(혹은 리뉴얼)를 준비중인 프로덕트 목록이에요. 자세한 설명은 이후 전형에서 전달 드릴게요.

* A Peach : 리모델링 프로젝트의 모든 단계를 웹에서 쉽게 관리할 수 있게 해주는 제품이에요. 계약부터 시공, 그리고 사후 서비스(A/S)까지, 모든 과정을 한눈에 볼 수 있어요. 리모델링 매니저들은 프로젝트 진행 상황을 실시간으로 확인하고 필요할 때 바로 조치를 취할 수 있답니다.
* My Peach : 리모델링 전 과정을 투명하게 공유하며, 고객과 리모델링 매니저가 언제 어디서나 쉽게 소통할 수 있는 모바일 앱이에요. 고객은 시공 과정을 거의 실시간으로 체크할 수 있고, 매니저와 원활하게 이야기할 수 있어요.
* PTS(Price Tag System) : 정확하고 투명한 가격 정보를 제공하는 리모델링 견적 시스템이에요. 가격 정찰제를 바탕으로, 고객들은 견적 과정에서의 불확실성 없이 모든 비용을 명확하게 이해할 수 있어요. 이로 인해 예산을 효과적으로 계획할 수 있답니다.
*  A Smith : 리모델링 시공 장인들이 사용할 수 있는 특별한 모바일 앱이에요. 해당 제품을 통해 시공자 분들은 시공 일정 확인부터 정산 요청까지 각 프로젝트에 필요한 정교한 작업을 더 쉽고 빠르게 할 수 있어요.","백엔드 개발자 (NodeJs, NestJs)",Node.js 개발자,"Java, Python, Scala, AWS",kr,서울,"• 아파트멘터리의 여러 서비스를 위한 NodeJs 기반의 API 서버를 개발합니다.
• 확장성과 성능을 고려한 서비스를 설계하고 운영합니다.","• 사용자 중심적으로 논리적 사고가 가능하신 분
• Docker / K8S에 관심 또는 경험이 있으신 분
• Typescript 및 Nestjs 사용 경험이 있으신 분
• 자료구조, 네트워크, 운영체제, 알고리즘 등의 CS에 대한 깊은 이해가 있으신 분","• 백엔드 개발 실무 경력 5년 이상인 분
• MySQL과 같은 RDBMS에 대해 이해가 깊으신 분
• 하나의 서비스를 개발하고 지속적으로 개선한 경험이 있으신 분
• RESTful API 경험이 있으신 분
• 회사의 성장과 본인의 성장에 즐거움을 느끼시는 분",아파트멘터리
259697,2,5,"■ 회사소개
착한의사는 건강보험심사평가원으로부터 제공받는 기업 맞춤형 의료빅데이터를 활용하여, 건강관리 필요성을 가장 강하게 느끼는 건강검진 전 후 여정을 케어하는 150만명 이용자와 300곳의 병원이 함께하는 국내 건강검진 No.1 의료 플랫폼이에요!

""매년 받는 건강검진이 뿌듯한 순간이 되도록""

■ 서비스 및 강점

＜병원 찾기 서비스로 시작한 착한의사는 동네에 병원은 정말 많지만, 정작 아플 때 어떤 병원을 가야할 지 모르는 사용자에게 집중했어요.＞
＜검진결과도 이제 종이가 아닌 모바일로 조회할 수 있어요.＞

• A.I 증상체크 알고리즘: 1,300만 건의 의료빅데이터와 50만 건의 의학지식을 학습한 알고리즘입니다. 가톨릭서울성모병원의 의료진 검증 및 피드백을 반영하여 2018년 10월 정식 서비스를 출시했습니다.
• 검진 예약 서비스: 사용자의 검진 결과를 바탕으로 필요한 검사항목을 추천하는 A.I 검사추천 알고리즘을 통해 병원 예약/결제를 모바일로 간편하게 지원합니다.
• 기업 건강 복지 서비스: 스타트업부터 대기업까지 다양한 기업의 임직원에게 건강 복지 서비스를 제공하고 있습니다.


■ 주요 성과 및 인증

• 2024 IP-R&D 확산 인프라 구축 사업 선정
• 2024 디지털인프라(SW) 진단 및 개선사업 선정
• 2024 의료데이터 중심병원-스타트업 공동연구 사업 선정
• 2024 강원 글로벌 액셀러레이팅 선정
• CES(국제전자제품박람회) 선정 및 참석
• 의료기기 제조 및 품질관리 기준(GMP) 적합 인정
• 의료기기 품질 경영시스템 국제표준인증
• 헬스케어 부문 올해의 앱 대상, 소비자 공헌대상, 병원 플랫폼 부문 서비스 혁신 대상, 의료정보 서비스 부문, 병원예약 부문, 모바일 기술대상(국무총리상), 소비자가 뽑은 서비스 고객 만족대상, DATA-Stars 우수기업 수상, 과학기술정보통신부 장관 수상 등 다양한 수상 및 인증

"" 다양한 사업과 연구과제, 수상내역을 통해 꾸준히 발전하는 회사라는 것을 증명하고 있습니다! ""


■ 투자현황

• 시리즈 B 투자 : 189억 투자로 헬스케어 분야에 한층 성장하고 있습니다.


■ 핵심가치

1. 자유로운 소통
2. 높은 책임감
3. 상호 존중
4. 겸손함
5. 공동체 정신

■ 일하는 자세

1. 자유롭게 발언하고 토론
2. 다름을 인정하고 차이를 존중
3. 충돌하지만 서로를 신뢰
4. 정보를 투명하게 공유
5. 능동적인 몰입 추구
6. 합의하지 못해도 협의
7. 책임과 권한을 인정
8. 스스로 업무 주도
9. 동료의 일이 우리의 일
10. 성과는 혼자 달성할 수 없는!

회사에서 함께 성장하고 싶은 분들의 많은 관심과 지원 부탁 드립니다!",개발 모바일파트 (iOS개발),iOS 개발자,,kr,서울,• iOS Native 개발,"• Custom UI 개발 경험 및 UI/UX에 대한 관심이 높으신 분
• Xcode Cloud 사용 경험이 있으신 분
• 주도적으로 업무를 진행하고, 본인의 성장을 위해 노력 하시는 분
• 더 좋은 코드를 만들기 위해 고민하시는 분
• 자신이 항상 틀릴 수 있다는 점을 염두하고 커뮤니케이션을 하시는 분
• 팀원의 성과와 노력을 같이 공유 하시는 분
• Zeplin, Figma 등의 디자인 협업 도구를 이용한 경험이 있으신 분
• 적극적으로 서비스 개선에 필요한 업무를 찾고 개선할 수 있는 인성과 역량이 있으신 분
• 좋은 개발 문화 만들기에 관심이 있으신 분

※기술스택
• Swift
• Combine
• MVVM / MVC
• SnapKit (AutoLayout)
• Swift Concurrency","• iOS 개발 경력 2년 이상 혹은 이에 준하는 역량을 보유하신 분
 • Swift 언어를 능숙하게 다루시는 분
 • MVVM&Combine 기반의 개발 경험 및 역량이 있으신 분
 • SnapKit을 능숙하게 다루시는 분
 • Git 등의 이슈 관리 협업 툴을 통한 개발 경험이 있으신 분
 • 논리적인 사고 능력을 통해 원활한 소통과 협업능력을 중요시 하시는 분
 • iOS 최신 개발 트렌드에 관심이 있으신 분
 • 앱 성능 최적화에 관심이 있으신 분
 • 앱 배포 및 운영 경험이 있으신 분",비바이노베이션
259000,3,10,"에듀윌 프론트개발팀은 자사 대 고객 웹서비스에 대한 퍼블리싱을 담당하고 있으며, 항상 고객에게 최고의 경험을 제공할 수 있도록 노력합니다.
프론트개발팀에서 업무를 성실하게 임하는 것만으로도 뒤쳐지지 않는 실력과 소양을 가질 수 있도록 다양한 기술분야에 관심을 가지고 노력하고 지원하고 있습니다.
도서, 온라인 학습, 스터디 적극적으로 지원하고 다양하고 필수적인 개발도구 사용과 환경을 제공합니다.
고객, 동료, 회사와 함께 성장할 여러분의 도전을 기다립니다.",웹서비스 운영 퍼블리셔 (3년이상),웹 퍼블리셔,"GitLab, AWS, Jenkins, Docker, LDAP, VMware Server, VMware Infrastructure, VMware view, Kubernetes",kr,서울,"• 웹 퍼블리싱
• 에듀윌 웹사이트 운영 유지보수
• 신규 서비스 구축 및 운영
• UI/UX 고도화 및 개선 작업","[직무 우대사항]
• Sass,scss 등 전처리 언어 활용자
• 프론트엔드 프레임워크 경험이 있는 분(React, Vue 등)
• Jira, Confluence 등의 협업 도구 사용 경험이 있으신 분

[공통 우대사항]
• 비흡연자
• 동종업종 경력자
• 해당 분야에 우수한 성과를 이룬 경험 보유자","• 학력 및 전공 : 초대졸 이상, 전공 무관
• 웹 퍼블리싱 경력 3-10년 
• HTML5, CSS3, Javascript/Jquery에 대한 이해 및 활용 가능한 분
• Git 버전 관리시스템 이용 경험
• Photoshop, Figma등 디자인 툴 활용에 익숙한 분
• 모바일웹/ 반응형웹 / 적응형웹 프로젝트의 풍부한 경험
• UI 인터렉션 및 Library 활용가능
• 우수한 협업 ,커뮤니케이션 능력
• 포트폴리오 제출 필수(참여도 명시필수)",에듀윌
256909,2,20,"회사소개

보스 반도체는 차량용 반도체 전문기업으로 자율주행 SOC, Mega MCU, Gateway SOC 등 반도체 및 소프트웨어를 포함하는 반도체 Total Solution을 개발하고 있습니다. 

보스 반도체는 SoC 설계, 개발 및 생산까지 전체 프로세스를 경험한 업계 최고의 전문가 집단으로 이루어진 리더급 Manpower를 통해 창업 초기부터 국내 유수의 대기업으로 부터 투자를 받고 안정적으로 과제를 수행하고 있는 판교에 위치한 스타트업 회사입니다.

창업 2년이 되지 않은 현재 연구개발자 150명 이상, 베트남 연구개발 법인까지 보유한 빠르게 성장하며 Global Top 기술력을 보유한 회사들과 경쟁하며 의미 있는 성장을 목표로 하고 있는 회사 보스 반도체에서 함께 성장해 나가실 분을 모집하고자 합니다.

SW 솔루션 개발팀
SW 솔루션 개발팀은 차량용 반도체에 탑재되어 고객의 사용 시나리오에 맞게 반도체를 제어하며 최고의 성능을 낼 수 있도록 최적화된 고품질의 임베디드 시스템 SW 개발을 미션으로 합니다. 차량용 반도체의 Computing/Safety 수준에 맞추어 칩 내부의 HW IP 디바이스 Enabling을 위한 firmware, bootloader에서부터 Linux나 RTOS와 같은 OS 플랫폼 기반의 kernel, device driver, system framework, 및 자율주행 DL 솔루션과 같은 분야의 SW를 제공합니다. 각 해당 분야의 전문가들이 팀을 이루어 업계 최고의 차량용 반도체 SW 개발을 위해 함께 연구/개발하고 있습니다.",ADAS NPU AI SW엔지니어,"머신러닝 엔지니어, 소프트웨어 엔지니어",,kr,경기,"주요 업무 
•	NN 가속기 SDK를 활용한 Tensorflow, pytorch 등으로 개발된 딥러닝 모델 포팅
•	NN 가속기 성능 측정 및 튜닝을 위한 머신러닝/딥러닝 시스템 구성 및 최적화
•	AI NN 가속기 AI 모델 기반 성능 검증 및 모델 튜닝
•	차량용 자율주행 NN 알고리즘 개발
•	Tensorflow, Pytorch 등 다양한 AI Framework 기반의 오픈 Model Training
•	AI 모델 Compiler 개발 (TVM, MLIR, 기타 Frontend) 및 optimization
•	NN 가속기 Compute/Data Movement kernel 및 Operation 개발
•	NN 모델 quantization solution 개발","•	GPU/NPU/TPU등 HW NN engine 기반 SDK/DL AI모델/알고리즘 관련 개발 경험
•	차량용 반도체 HW/SW 개발 경험",경력직: 위 개발 분야 중 어느 한 분야에서 충분한 개발 경험을 갖고 계시는 분,보스반도체
258875,4,10,"구름은 클라우드 인프라에 대한 깊은 이해와, 웹 애플리케이션 개발에 대한 노하우로 국내를 넘어서 글로벌로 나아가고 있는 SaaS를 기획, 개발, 제공하는 스타트업입니다.
우리는 모두가 개발자가 될 수 있도록 언제 어디서나 AI·SW개발을 배우고, 원하는 결과물을 구현할 수 있도록 돕는 ""개발자 성장"" 중심의 생태계를 아래의 4가지 서비스를 통해 만들어나가고 있습니다.

• 구름EDU: AI·SW 개발 역량 교육
• 구름LEVEL: 프로그래밍 문제 풀이
• 구름DEVTH: AI·SW 개발자 역량 평가
• 구름IDE: 클라우드 통합 개발 환경


구름IDE는 클라우드 기반의 통합 개발 환경으로, 개발부터 배포까지 모든 과정을 클라우드에서 관리할 수 있는 웹 기반 개발 환경입니다.

• 몇 번의 클릭 만으로 개발 환경을 구축하고 클라우드 자원을 자유롭게 활용해 아이디어를 구현합니다.
• 반복되는 일을 자동화하고 복잡한 작업을 쉽게 처리할 수 있게 지원하여 최고의 개발 경험을 제공합니다.
• 더 빠르고 접근하기 쉽도록, 최신 클라우드 기술을 활용해 강력한 기능을 지원합니다.
• 기업의 디지털 트랜스포메이션, 데브옵스, 개발의 어려움을 줄이고 고객 비즈니스 성공을 돕습니다.


구름IDE 스쿼드는 비즈니스와 제품을 책임지는 마음으로 다음과 같이 일을 합니다.

1) 개발 환경의 새로운 패러다임을 개발합니다.
• 언제 어디서나 클라우드 자원을 활용해 자신의 아이디어를 마음껏 펼치는 세상을 만들고자 구름IDE를 개발하고 있습니다. 사용자들이 구름IDE를 통해 높은 개발 생산성을 경험할 수 있도록 다양한 환경을 지원하고 있습니다.

2) 프로그래밍에 진심인 편입니다.
• 구름IDE를 만드는 우리는 프로그래밍에 누구보다 진심입니다. 궁금한 점은 언제든지 구성원과 자유롭게 논의하고 리뷰를 주고받으며 코드 퀄리티를 높이고 있습니다. 합류하시면 사용자 경험 개선을 위해 성능 최적화와 제품 안정성을 키우는 방법을 고민하게 될 것 입니다.

3) 제품과 함께 성장 중 입니다.
• 개인의 성장이 제품의 성장으로 이어지는 개발 문화를 만들어가고 있습니다. 각자의 경험은 모두의 경험적 자산이 될 수 있도록 공유합니다. 그동안 우리가 만든 모든 기능은 각자가 자신의 일을 ‘잘’하기 위해 고민하고 노력하는 과정에서 나온 결과물입니다.",IDE 풀스택 개발자 (4년이상),"시스템,네트워크 관리자, 프론트엔드 개발자, DevOps / 시스템 관리자",,kr,경기,"• 웹 기반 통합 개발 환경(IDE) 코어 기능을 설계 및 구현
• 실시간 협업 기능 개발 및 최적화
• 컨테이너 기반 개발 환경 구축 및 운영(Docker, Kubernetes)
• 다양한 프로그래밍 언어 지원을 위한 기능 구현
• 컨테이너 관리를 위한 대시보드 시스템 개발
• 컨테이너 템플릿 시스템 개발
• LLM을 활용한 AI 에이전트 시스템 개발
• 시스템 성능 최적화
• 보안 취약점 분석 및 대응","• 최신 JavaScript 프레임워크, 빌드 툴 및 라이브러리에 대한 지식을 습득하는데 거부감이 없는 분
• 클라우드 서비스, 개발 도구, DevOps 기술에 대한 이해도가 높은 분
• NestJS 프레임워크를 이용한 개발 경험이 있는 분","• 4년 이상의 유관 경력이 있는 분
• JavaScript, NodeJS, React, NextJS, MongoDB, AWS, Docker 등의 기술 스택을 보유한 분",구름
252434,2,10,"【회사 소개】

HCG 휴먼컨설팅그룹은 2001년 설립되어 국내 HR 시장을 선도하고 있는 HR 전문기업으로서, 국내에서 유일하게 인사/조직 컨설팅, e-HR 솔루션 및 급여 아웃소싱 영역을 아우르는 HR Total Solution Provider입니다.

HCG는 실질적이고 차별화된 고품질의 컨설팅과 50만 이상의 사용자가 검증한 국내 Top e-HR 솔루션 휴넬(hunel), 강소기업형 제이드(JaDE), 통합HR SaaS 서비스 탈렌엑스(talenx)를 차세대 성장 비전으로 통합적인 End-to-End 서비스를 제공하는 국내 최대/유일의 Total HR Tech 전문 기업입니다


【조직소개】
HCG JaDE 사업본부는 조직/인사/근태/급여/세무/연말정산/교육/평가 등 HR 업무 전반을 포괄하는 엔터프라이즈급 
Total HR Package JaDE (제품소개 : https://www.e-hcg.com/kor/jade.php)를 기반으로, 중견·강소기업을 대상으로 On-Premise 프로젝트를 수행, 관리하는 조직입니다",e-HR 시스템 (JaDE) PM/PL,"개발 매니저, ERP전문가",,kr,경기,"• HR Package(JaDE)에 기반한 HR시스템 구축 프로젝트 수행
• e-HR 프로젝트에 대한 전반적인 진행관리
• e-HR 시스템 분석 및 설계
• 고객사 제도 및 요구사항에 대한 업무 분석/정의
• 프로젝트 산출물 작성 및 관리","• HR 프로젝트 수행 경험 또는 관련 지식을 보유하신 분
• HR 프로젝트 실무 개발 경험이  있으신 분
• 수행 프로젝트 관리에 대한 이론적 지식(PMBOK)을 보유하신 분","• IT 프로젝트(ERP 등) PM 경력이 있으신 분 (2년이상)
• 개발자와의 원활한 커뮤니케이션이 가능하신 분",휴먼컨설팅그룹
259049,5,10,"[회사 소개]

에스티로직은 공간 빅데이터 기반의 시공간, 시각화 기술을 개발하여 전기, 통신, 토지분야의 산업발전을 리드하는 소프트웨어 전문회사입니다.
 창립 이래 매년 지속적인 매출/수익의 성장과 안정적인 재무구조를 바탕으로 고속 성장을 이어가고 있으며 정보 산업분야에서 SW제품들의 우수한 기술력을 인정받았고, 국토부로부터 국가 공간정보 산업발전 공로를 인정받아 대통령 포장을 수상하였습니다.

[사업 내역]

주요 사업은 공간 빅데이터 및 GIS 소프트웨어 핵심 기술을 바탕으로 공간 빅데이터 플랫폼과 GIS 솔루션 개발 및 공급과 솔루션 기반의 응용시스템 개발을 위한 기술 컨설팅, 교육, 기술지원 등 서비스를 하고 있습니다.
 GIS 및 시공간 빅데이터 엔진 개발 기술력을 바탕으로 한국전력공사, SK텔레콤, 방글라데시 전력시설물, 법무부, 한국토지주택공사 R&D, 기재부의 미얀마 KSP 사업 등 공간정보분야에서 사업을 수행하고 있습니다.
 또한, 국내 중소기업 디지털트윈 연합을 구성하여 공공, 전력, 통신 등 다양한 분야의 디지털트윈 사업을 진행하고 있습니다.",웹개발 (5년 이상),"C,C++ 개발자","HTML, JavaScript, Spring Framework, JPA",kr,경기,웹 개발 업무,웹 GIS 개발 경력 우대,웹 개발 5년 이상 10년 이하,에스티로직(STLogic)
240957,5,10,"“Enhance Your Writing Today”

워드바이스는 영문서 작성의 어려움을 해결하고, 영어 글쓰기 실력 향상에 도움이 되는 서비스를 만들자는 비전으로 서비스를 시작하였습니다.

2015년에 시작된 워드바이스는 현재 국내·외 30개국의 개인 고객(B2C)과 기업 고객(B2B)분들에게 영문 교정·번역 서비스를 제공하고 있습니다.

워드바이스는 합리적 가격으로 고품질 영문 교정·번역 서비스를 제공하기 위해 각 분야별 석·박사급 전문 원어민 에디터 및 번역사 Pool과 철저한 내부 품질 관리 시스템을 구축하였습니다.

이를 증명하듯 워드바이스는 가파른 성장세를 이어가고 있습니다.

- 매출 성장률 200%, 최근 3년 누적 매출 70억 돌파 (국내 영문 교정 회사 기준 매출액 1위)
- 해외 수출 금액 260% 증가
- 서비스 이용 누적 고객 65,000명

워드바이스는 기존 교정·번역 서비스뿐만 아니라, 영어 문서를 작성하는 고객분들에게 도움을 줄 수 있는 인공지능 영문 교정 서비스 런칭을 하였습니다.

워드바이스와 함께 영문서 작성의 어려움을 해결하고, 영작 실력 향상에 도움이 되는 서비스플랫폼을 함께 만들어갈 경력 Frontend 개발자를 찾습니다.",프론트엔드 개발자(시니어/5년 이상),"프론트엔드 개발자, 웹 개발자, 소프트웨어 엔지니어",,kr,서울,"· Vue/ React를 사용한 프론트엔드 서비스 개발
· 공통 프론트엔드 라이브러리 개발","· Vue, Nuxt.js 개발 경험
· 조직 및 프로젝트 리드 경험
· Technical SEO 경험
· 소프트웨어 국제화(i18n) 경험
· 프론트엔드 테스트 자동화 경험","· 프론트엔드 개발 경력 5년 이상
· React, Next.js 기반의 웹 어플리케이션 개발 경험
· HTML,CSS,Typescript/javascript 에 대한 깊은 이해
· Restful API 요청 및 응답에 대한 이해
· 기획/디자인/백엔드 등 다양한 파트와 원활한 커뮤니케이션",워드바이스
