technicalTags,mapped_technicalTags
"Vue.js, ReactJS, flutter, React Native, Swift, Kotlin, Java, Spring Boot","('flutter', 'O')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('node.js', 'O')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('github actions', 'O')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('aws elastic beanstalk', 'O')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('slack api', 'O')"
"AWS Cloud9, MySQL, Jenkins, Kubernetes","('aws cloud9', 'O')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('next.js', 'O')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('aws s3', 'O')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('aws ec2', 'O')"
SAP,"('sap', 'O')"
"CSS3, JavaScript, HTML5","('css3', 'O')"
"CSS3, JavaScript, HTML5","('html5', 'O')"
"Android, flutter","('android', 'O')"
"Android, flutter","('flutter', 'O')"
"C++, Unreal Engine","('unreal engine', 'O')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('apache kafka', 'O')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('websocket', 'O')"
"Python, Solidity, Ethereum, Rust, JavaScript","('ethereum', 'O')"
"Node.js, Redis, MySQL, Amazon Web Services(AWS)","('node.js', 'O')"
"Node.js, Redis, MySQL, Amazon Web Services(AWS)","('amazon web services(aws)', 'O')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('tcp/ip', 'O')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('shell script', 'O')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('linux kernel', 'O')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('nosql', 'O')"
"ReactJS, Redux.js, WebSocket, Amazon Web Services(AWS)","('redux.js', 'O')"
"ReactJS, Redux.js, WebSocket, Amazon Web Services(AWS)","('websocket', 'O')"
"ReactJS, Redux.js, WebSocket, Amazon Web Services(AWS)","('amazon web services(aws)', 'O')"
"Swift, iOS","('ios', 'O')"
"Windows, Linux, MSSQL(Microsoft SQL Server)","('windows', 'O')"
"Windows, Linux, MSSQL(Microsoft SQL Server)","('linux', 'O')"
"Windows, Linux, MSSQL(Microsoft SQL Server)","('mssql(microsoft sql server)', 'O')"
"Linux, Windows, Unix","('linux', 'O')"
"Linux, Windows, Unix","('windows', 'O')"
"Linux, Windows, Unix","('unix', 'O')"
"Git, Windows, Linux, Apache, Apache Tomcat","('windows', 'O')"
"Git, Windows, Linux, Apache, Apache Tomcat","('linux', 'O')"
"Git, Windows, Linux, Apache, Apache Tomcat","('apache', 'O')"
"Git, Windows, Linux, Apache, Apache Tomcat","('apache tomcat', 'O')"
"SQL, Python, Tableau","('sql', 'O')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('machine vision', 'O')"
"Java, MSSQL(Microsoft SQL Server), C#","('mssql(microsoft sql server)', 'O')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('sql', 'O')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('linux', 'O')"
"Spring, Git, Datadog","('datadog', 'O')"
"Spring, Git, Datadog","('datadog', 'O')"
"Spring, Git, Datadog","('datadog', 'O')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('aws s3', 'O')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('linux', 'O')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('big data', 'O')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('data analysis', 'O')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('nlp', 'O')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('machine learning', 'O')"
"Python, C++, Linux, TCP/IP, Big Data","('linux', 'O')"
"Python, C++, Linux, TCP/IP, Big Data","('tcp/ip', 'O')"
"Python, C++, Linux, TCP/IP, Big Data","('big data', 'O')"
"TypeScript, JavaScript, HTML, CSS, Ajax","('ajax', 'O')"
"Python, C++, Linux, TCP/IP, Big Data","('linux', 'O')"
"Python, C++, Linux, TCP/IP, Big Data","('tcp/ip', 'O')"
"Python, C++, Linux, TCP/IP, Big Data","('big data', 'O')"
"Android, Java, Kotlin","('android', 'O')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('es6', 'O')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('node.js', 'O')"
"JavaScript, HTML, jQuery, Node.js","('jquery', 'O')"
"JavaScript, HTML, jQuery, Node.js","('node.js', 'O')"
"Redux.js, ReactJS, TypeScript, Sass(SCSS)","('redux.js', 'O')"
"Redux.js, ReactJS, TypeScript, Sass(SCSS)","('sass(scss)', 'O')"
Node.js,"('node.js', 'O')"
"Linux, C, C++","('linux', 'O')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('flutter', 'O')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('apache kafka', 'O')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('nosql', 'O')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('spring data jpa', 'O')"
"Linux, Python, Docker","('linux', 'O')"
"Java, MySQL, Spring Boot, Querydsl, Git","('querydsl', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('react admin', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('react hooks api', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('react native router', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('next.js', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux.js', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux-saga', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux-observable', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux-thunk', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('tailwind css', 'O')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('webpack', 'O')"
"Python, ML Kit","('ml kit', 'O')"
"MySQL, PostgreSQL, PHP, GitHub, Ubuntu","('ubuntu', 'O')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('spring data jpa', 'O')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('drf(django rest framework)', 'O')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('ubuntu', 'O')"
"Next.js, TypeScript, Git, React Native, HTML, JavaScript","('next.js', 'O')"
"Kubernetes, Elasticsearch, GitHub, MongoDB, AWS EC2, JIRA","('aws ec2', 'O')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('next.js', 'O')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('flutter', 'O')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('tailwind css', 'O')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('node.js', 'O')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('rest api', 'O')"
"Azure Microsoft portal, Google GKE On-Prem, Google Cloud Functions","('azure microsoft portal', 'O')"
"Azure Microsoft portal, Google GKE On-Prem, Google Cloud Functions","('google gke on-prem', 'O')"
"Azure Microsoft portal, Google GKE On-Prem, Google Cloud Functions","('google cloud functions', 'O')"
MSSQL(Microsoft SQL Server),"('mssql(microsoft sql server)', 'O')"
"MSSQL(Microsoft SQL Server), C#, .NET","('mssql(microsoft sql server)', 'O')"
"MSSQL(Microsoft SQL Server), C#, .NET","('.net', 'O')"
"MSSQL(Microsoft SQL Server), C#, .NET","('mssql(microsoft sql server)', 'O')"
"MSSQL(Microsoft SQL Server), C#, .NET","('.net', 'O')"
"Azure, .NET, C#","('azure', 'O')"
"Azure, .NET, C#","('.net', 'O')"
"JavaScript, Vue.js, ReactJS, Next.js","('vue.js', 'O')"
"JavaScript, Vue.js, ReactJS, Next.js","('next.js', 'O')"
"Go, gRPC, Kubernetes, GitHub Actions","('github actions', 'O')"
"Azure Kubernetes Service (AKS), JavaScript, Java, HTML, Spring","('azure kubernetes service (aks)', 'O')"
"Java, JavaScript, MySQL, Spring, Spring Data JPA, JPA(Java Persistent API)","('spring data jpa', 'O')"
"Java, JavaScript, MySQL, Spring, Spring Data JPA, JPA(Java Persistent API)","('jpa(java persistent api)', 'O')"
"Node.js, ReactJS, Vue.js, AngularJS, JavaScript, TypeScript","('node.js', 'O')"
"Node.js, ReactJS, Vue.js, AngularJS, JavaScript, TypeScript","('vue.js', 'O')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('tailwind css', 'O')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('threejs', 'O')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('mapbox', 'O')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('next.js', 'O')"
"REST API, JavaScript, ReactJS, Kotlin, Android, iOS, React Native","('rest api', 'O')"
"REST API, JavaScript, ReactJS, Kotlin, Android, iOS, React Native","('android', 'O')"
"REST API, JavaScript, ReactJS, Kotlin, Android, iOS, React Native","('ios', 'O')"
"ReactJS, JavaScript, Django, Python, Docker, CSS, Deep Learning, PyTorch","('deep learning', 'O')"
"Python, PyTorch, Linux","('linux', 'O')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('vue.js', 'O')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('html5', 'O')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('css3', 'O')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('rest api', 'O')"
"ReactJS, Next.js, TypeScript","('next.js', 'O')"
"Swift, MVVM(Model-View-ViewModel), CocoaPods","('mvvm(model-view-viewmodel)', 'O')"
"Swift, MVVM(Model-View-ViewModel), CocoaPods","('cocoapods', 'O')"
"C++, Python, Java, C#, Node.js, dlib, PyTorch, Deep Learning, Django","('node.js', 'O')"
"C++, Python, Java, C#, Node.js, dlib, PyTorch, Deep Learning, Django","('dlib', 'O')"
"C++, Python, Java, C#, Node.js, dlib, PyTorch, Deep Learning, Django","('deep learning', 'O')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('mariadb', 'O')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('jquery', 'O')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('node.js', 'O')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('vue.js', 'O')"
"Docker, Kubernetes, TypeScript, NestJS, Node.js, PostgreSQL","('node.js', 'O')"
"Java, Spring, CI/CD","('ci/cd', 'O')"
"Vue.js, ReactJS, JavaScript, TypeScript, Python, HTML, CSS","('vue.js', 'O')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('deep learning', 'O')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('machine learning', 'O')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('aws ec2', 'O')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('azure', 'O')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('linux', 'O')"
"SAP, MSSQL(Microsoft SQL Server)","('sap', 'O')"
"SAP, MSSQL(Microsoft SQL Server)","('mssql(microsoft sql server)', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('node.js', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('mariadb', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('gcp(google cloud platform)', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('apache kafka', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('mvp', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('rest api', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('linux', 'O')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('unix', 'O')"
"Linux, ARM, Embedded System","('linux', 'O')"
"Linux, ARM, Embedded System","('arm', 'O')"
"Linux, ARM, Embedded System","('embedded system', 'O')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('embedded system', 'O')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('verilog', 'O')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('hls(http live streaming)', 'O')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('linux', 'O')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('spdk', 'O')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('linux kernel', 'O')"
"C, C++, Linux, Linux kernel, Embedded System","('linux', 'O')"
"C, C++, Linux, Linux kernel, Embedded System","('linux kernel', 'O')"
"C, C++, Linux, Linux kernel, Embedded System","('embedded system', 'O')"
"flutter, Android, iOS","('flutter', 'O')"
"flutter, Android, iOS","('android', 'O')"
"flutter, Android, iOS","('ios', 'O')"
"C++, C, Python, Rust, Windows, Linux","('windows', 'O')"
"C++, C, Python, Rust, Windows, Linux","('linux', 'O')"
"Embedded System, C, Raspberry Pi","('embedded system', 'O')"
"Embedded System, C, Raspberry Pi","('raspberry pi', 'O')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('mariadb', 'O')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('aws eks', 'O')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('spring batch', 'O')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('gradle', 'O')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('mariadb', 'O')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('aws eks', 'O')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('spring batch', 'O')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('gradle', 'O')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('node.js', 'O')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('es6', 'O')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('tcp/ip', 'O')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('plc', 'O')"
"TypeScript, Next.js, React Hooks API","('next.js', 'O')"
"TypeScript, Next.js, React Hooks API","('react hooks api', 'O')"
"Python, Go, AWS Lambda, Apache Kafka, AWS ECS, Kubernetes, gRPC, Kotlin","('aws lambda', 'O')"
"Python, Go, AWS Lambda, Apache Kafka, AWS ECS, Kubernetes, gRPC, Kotlin","('apache kafka', 'O')"
"Python, Go, AWS Lambda, Apache Kafka, AWS ECS, Kubernetes, gRPC, Kotlin","('aws ecs', 'O')"
"ReactJS, PHP, Redux.js, JavaScript","('redux.js', 'O')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('sql', 'O')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('apache airflow', 'O')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('apache druid', 'O')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('aws s3', 'O')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('aws emr', 'O')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('apache kafka', 'O')"
"Node.js, PHP, Python, Go, Java","('node.js', 'O')"
SQL,"('sql', 'O')"
"Android, Kotlin","('android', 'O')"
"JavaScript, Spring, Java, AWS ECS, Microsoft Azure, Python","('aws ecs', 'O')"
"JavaScript, Spring, Java, AWS ECS, Microsoft Azure, Python","('microsoft azure', 'O')"
"Swift, REST API, iOS","('rest api', 'O')"
"Swift, REST API, iOS","('ios', 'O')"
AWS Cloud9,"('aws cloud9', 'O')"
"Java, Docker, MySQL, Spring Boot, Spring Batch, JPA(Java Persistent API)","('spring batch', 'O')"
"Java, Docker, MySQL, Spring Boot, Spring Batch, JPA(Java Persistent API)","('jpa(java persistent api)', 'O')"
"MySQL, Redis, WebSocket, Kotlin","('websocket', 'O')"
"JavaScript, Node.js, GraphQL, AWS RDS, AWS S3, PostgreSQL, AWS ECS, Docker, TypeScript, Swagger, gRPC, MongoDB, AWS CodePipeline","('node.js', 'O')"
"JavaScript, Node.js, GraphQL, AWS RDS, AWS S3, PostgreSQL, AWS ECS, Docker, TypeScript, Swagger, gRPC, MongoDB, AWS CodePipeline","('aws rds', 'O')"
"JavaScript, Node.js, GraphQL, AWS RDS, AWS S3, PostgreSQL, AWS ECS, Docker, TypeScript, Swagger, gRPC, MongoDB, AWS CodePipeline","('aws s3', 'O')"
"JavaScript, Node.js, GraphQL, AWS RDS, AWS S3, PostgreSQL, AWS ECS, Docker, TypeScript, Swagger, gRPC, MongoDB, AWS CodePipeline","('aws ecs', 'O')"
"flutter, Kotlin, Objective-C, C++, C#, .NET, Android, iOS, Swift, Java","('flutter', 'O')"
"flutter, Kotlin, Objective-C, C++, C#, .NET, Android, iOS, Swift, Java","('objective-c', 'O')"
"flutter, Kotlin, Objective-C, C++, C#, .NET, Android, iOS, Swift, Java","('.net', 'O')"
"flutter, Kotlin, Objective-C, C++, C#, .NET, Android, iOS, Swift, Java","('android', 'O')"
"flutter, Kotlin, Objective-C, C++, C#, .NET, Android, iOS, Swift, Java","('ios', 'O')"
"Go, Database, Docker, Git","('database', 'O')"
"Python, Django, FastAPI, Flask, Docker, PostgreSQL, MariaDB","('mariadb', 'O')"
"Java, JavaScript, jQuery, MySQL, Spring, JPA(Java Persistent API)","('jquery', 'O')"
"Java, JavaScript, jQuery, MySQL, Spring, JPA(Java Persistent API)","('jpa(java persistent api)', 'O')"
"C#, Unity, Python, Android, iOS","('android', 'O')"
"C#, Unity, Python, Android, iOS","('ios', 'O')"
"C#, NoSQL, .NET, TCP/IP","('nosql', 'O')"
"C#, NoSQL, .NET, TCP/IP","('.net', 'O')"
"C#, NoSQL, .NET, TCP/IP","('tcp/ip', 'O')"
"HTML, Node.js, Vue.js, JavaScript, Vuex, Webpack, Babel, web3.js, GitHub, Yarn, Storybook","('node.js', 'O')"
"HTML, Node.js, Vue.js, JavaScript, Vuex, Webpack, Babel, web3.js, GitHub, Yarn, Storybook","('vue.js', 'O')"
"HTML, Node.js, Vue.js, JavaScript, Vuex, Webpack, Babel, web3.js, GitHub, Yarn, Storybook","('webpack', 'O')"
"HTML, Node.js, Vue.js, JavaScript, Vuex, Webpack, Babel, web3.js, GitHub, Yarn, Storybook","('babel', 'O')"
"HTML, Node.js, Vue.js, JavaScript, Vuex, Webpack, Babel, web3.js, GitHub, Yarn, Storybook","('web3.js', 'O')"
"HTML, Node.js, Vue.js, JavaScript, Vuex, Webpack, Babel, web3.js, GitHub, Yarn, Storybook","('yarn', 'O')"
"Android, iOS, React Native, flutter","('android', 'O')"
"Android, iOS, React Native, flutter","('ios', 'O')"
"Android, iOS, React Native, flutter","('flutter', 'O')"
"GitHub, Linux","('linux', 'O')"
