technicalTags,mapped_technicalTags
"Android, Java, Kotlin","('android', 'B-FRAME')"
"Android, Java, Realm","('android', 'B-FRAME')"
"Android, Java, Realm","('realm', 'B-LIB')"
"ReactJS, TypeScript, Redux.js, Vanilla JS, Webpack, Storybook, GitHub, ESLint","('redux.js', 'B-LIB')"
"ReactJS, TypeScript, Redux.js, Vanilla JS, Webpack, Storybook, GitHub, ESLint","('vanilla js', 'B-LIB')"
"ReactJS, TypeScript, Redux.js, Vanilla JS, Webpack, Storybook, GitHub, ESLint","('webpack', 'B-TOOL')"
"ReactJS, TypeScript, Redux.js, Vanilla JS, Webpack, Storybook, GitHub, ESLint","('eslint', 'B-TOOL')"
"Linux, Windows","('linux', 'B-TOOL')"
"Linux, Windows","('windows', 'B-TOOL')"
"Node.js, ExpressJS, TypeScript, MySQL, Google Cloud Platform","('node.js', 'B-FRAME')"
"Node.js, ExpressJS, TypeScript, MySQL, Google Cloud Platform","('google cloud platform', 'B-TOOL')"
"Windows, Linux, Unix","('windows', 'B-TOOL')"
"Windows, Linux, Unix","('linux', 'B-TOOL')"
"Windows, Linux, Unix","('unix', 'B-TOOL')"
"Docker, Java, MySQL, JavaScript, Node.js, Spring, JPA(Java Persistent API), Spring Boot, Apache Kafka","('node.js', 'B-FRAME')"
"Docker, Java, MySQL, JavaScript, Node.js, Spring, JPA(Java Persistent API), Spring Boot, Apache Kafka","('jpa(java persistent api)', 'B-FRAME')"
"Docker, Java, MySQL, JavaScript, Node.js, Spring, JPA(Java Persistent API), Spring Boot, Apache Kafka","('apache kafka', 'B-TOOL')"
"Linux, Windows","('linux', 'B-TOOL')"
"Linux, Windows","('windows', 'B-TOOL')"
"Vue.js, ReactJS, flutter, React Native, Swift, Kotlin, Java, Spring Boot","('vue.js', 'B-FRAME')"
"Vue.js, ReactJS, flutter, React Native, Swift, Kotlin, Java, Spring Boot","('flutter', 'B-FRAME')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('node.js', 'B-FRAME')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('github actions', 'B-TOOL')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('aws elastic beanstalk', 'B-TOOL')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('slack api', 'B-TOOL')"
"AWS Cloud9, MySQL, Jenkins, Kubernetes","('aws cloud9', 'B-TOOL')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('next.js', 'B-FRAME')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('aws s3', 'B-TOOL')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('aws ec2', 'B-TOOL')"
SAP,"('sap', 'B-TOOL')"
"CSS3, JavaScript, HTML5","('css3', 'B-LIB')"
"CSS3, JavaScript, HTML5","('html5', 'B-LANG')"
"Android, flutter","('android', 'B-FRAME')"
"Android, flutter","('flutter', 'B-FRAME')"
"C++, Unreal Engine","('unreal engine', 'B-FRAME')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('apache kafka', 'B-TOOL')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('websocket', 'B-FRAME')"
"Python, Solidity, Ethereum, Rust, JavaScript","('ethereum', 'B-BLOCKCHAIN')"
"Node.js, Redis, MySQL, Amazon Web Services(AWS)","('node.js', 'B-FRAME')"
"Node.js, Redis, MySQL, Amazon Web Services(AWS)","('amazon web services(aws)', 'B-TOOL')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('tcp/ip', 'B-TOOL')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('shell script', 'B-LANG')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('linux kernel', 'B-TOOL')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('nosql', 'B-TOOL')"
"ReactJS, Redux.js, WebSocket, Amazon Web Services(AWS)","('redux.js', 'B-LIB')"
"ReactJS, Redux.js, WebSocket, Amazon Web Services(AWS)","('websocket', 'B-FRAME')"
"ReactJS, Redux.js, WebSocket, Amazon Web Services(AWS)","('amazon web services(aws)', 'B-TOOL')"
"Swift, iOS","('ios', 'B-TOOL')"
"Windows, Linux, MSSQL(Microsoft SQL Server)","('windows', 'B-TOOL')"
"Windows, Linux, MSSQL(Microsoft SQL Server)","('linux', 'B-TOOL')"
"Windows, Linux, MSSQL(Microsoft SQL Server)","('mssql(microsoft sql server)', 'B-TOOL')"
"Linux, Windows, Unix","('linux', 'B-TOOL')"
"Linux, Windows, Unix","('windows', 'B-TOOL')"
"Linux, Windows, Unix","('unix', 'B-TOOL')"
"Git, Windows, Linux, Apache, Apache Tomcat","('windows', 'B-TOOL')"
"Git, Windows, Linux, Apache, Apache Tomcat","('linux', 'B-TOOL')"
"Git, Windows, Linux, Apache, Apache Tomcat","('apache', 'B-FRAME')"
"Git, Windows, Linux, Apache, Apache Tomcat","('apache tomcat', 'B-FRAME')"
"SQL, Python, Tableau","('sql', 'B-TOOL')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('machine vision', 'B-LIB')"
"Java, MSSQL(Microsoft SQL Server), C#","('mssql(microsoft sql server)', 'B-TOOL')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('sql', 'B-TOOL')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('linux', 'B-TOOL')"
"Spring, Git, Datadog","('datadog', 'B-TOOL')"
"Spring, Git, Datadog","('datadog', 'B-TOOL')"
"Spring, Git, Datadog","('datadog', 'B-TOOL')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('aws s3', 'B-TOOL')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('linux', 'B-TOOL')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('big data', 'B-TOOL')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('data analysis', 'B-TOOL')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('nlp', 'B-LIB')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('machine learning', 'B-FRAME')"
"Python, C++, Linux, TCP/IP, Big Data","('linux', 'B-TOOL')"
"Python, C++, Linux, TCP/IP, Big Data","('tcp/ip', 'B-TOOL')"
"Python, C++, Linux, TCP/IP, Big Data","('big data', 'B-TOOL')"
"TypeScript, JavaScript, HTML, CSS, Ajax","('ajax', 'B-FRAME')"
"Python, C++, Linux, TCP/IP, Big Data","('linux', 'B-TOOL')"
"Python, C++, Linux, TCP/IP, Big Data","('tcp/ip', 'B-TOOL')"
"Python, C++, Linux, TCP/IP, Big Data","('big data', 'B-TOOL')"
"Android, Java, Kotlin","('android', 'B-FRAME')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('es6', 'B-LANG')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('node.js', 'B-FRAME')"
"JavaScript, HTML, jQuery, Node.js","('jquery', 'B-LIB')"
"JavaScript, HTML, jQuery, Node.js","('node.js', 'B-FRAME')"
"Redux.js, ReactJS, TypeScript, Sass(SCSS)","('redux.js', 'B-LIB')"
"Redux.js, ReactJS, TypeScript, Sass(SCSS)","('sass(scss)', 'B-LANG')"
Node.js,"('node.js', 'B-FRAME')"
"Linux, C, C++","('linux', 'B-TOOL')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('flutter', 'B-FRAME')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('apache kafka', 'B-TOOL')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('nosql', 'B-TOOL')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('spring data jpa', 'B-FRAME')"
"Linux, Python, Docker","('linux', 'B-TOOL')"
"Java, MySQL, Spring Boot, Querydsl, Git","('querydsl', 'B-LIB')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('react admin', 'B-FRAME')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('react hooks api', 'B-LIB')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('react native router', 'B-FRAME')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('next.js', 'B-FRAME')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux.js', 'B-LIB')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux-saga', 'B-LIB')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux-observable', 'B-FRAME')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('redux-thunk', 'B-LIB')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('tailwind css', 'B-FRAME')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('webpack', 'B-TOOL')"
"Python, ML Kit","('ml kit', 'B-TOOL')"
"MySQL, PostgreSQL, PHP, GitHub, Ubuntu","('ubuntu', 'B-TOOL')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('spring data jpa', 'B-FRAME')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('drf(django rest framework)', 'B-FRAME')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('ubuntu', 'B-TOOL')"
"Next.js, TypeScript, Git, React Native, HTML, JavaScript","('next.js', 'B-FRAME')"
"Kubernetes, Elasticsearch, GitHub, MongoDB, AWS EC2, JIRA","('aws ec2', 'B-TOOL')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('next.js', 'B-FRAME')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('flutter', 'B-FRAME')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('tailwind css', 'B-FRAME')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('node.js', 'B-FRAME')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('rest api', 'B-FRAME')"
"Azure Microsoft portal, Google GKE On-Prem, Google Cloud Functions","('azure microsoft portal', 'B-TOOL')"
"Azure Microsoft portal, Google GKE On-Prem, Google Cloud Functions","('google gke on-prem', 'B-TOOL')"
"Azure Microsoft portal, Google GKE On-Prem, Google Cloud Functions","('google cloud functions', 'B-TOOL')"
MSSQL(Microsoft SQL Server),"('mssql(microsoft sql server)', 'B-TOOL')"
"MSSQL(Microsoft SQL Server), C#, .NET","('mssql(microsoft sql server)', 'B-TOOL')"
"MSSQL(Microsoft SQL Server), C#, .NET","('.net', 'B-FRAME')"
"MSSQL(Microsoft SQL Server), C#, .NET","('mssql(microsoft sql server)', 'B-TOOL')"
"MSSQL(Microsoft SQL Server), C#, .NET","('.net', 'B-FRAME')"
"Azure, .NET, C#","('azure', 'B-TOOL')"
"Azure, .NET, C#","('.net', 'B-FRAME')"
"JavaScript, Vue.js, ReactJS, Next.js","('vue.js', 'B-FRAME')"
"JavaScript, Vue.js, ReactJS, Next.js","('next.js', 'B-FRAME')"
"Go, gRPC, Kubernetes, GitHub Actions","('github actions', 'B-TOOL')"
"Azure Kubernetes Service (AKS), JavaScript, Java, HTML, Spring","('azure kubernetes service (aks)', 'B-TOOL')"
"Java, JavaScript, MySQL, Spring, Spring Data JPA, JPA(Java Persistent API)","('spring data jpa', 'B-FRAME')"
"Java, JavaScript, MySQL, Spring, Spring Data JPA, JPA(Java Persistent API)","('jpa(java persistent api)', 'B-FRAME')"
"Node.js, ReactJS, Vue.js, AngularJS, JavaScript, TypeScript","('node.js', 'B-FRAME')"
"Node.js, ReactJS, Vue.js, AngularJS, JavaScript, TypeScript","('vue.js', 'B-FRAME')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('tailwind css', 'B-FRAME')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('threejs', 'B-LIB')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('mapbox', 'B-TOOL')"
"JavaScript, ReactJS, Tailwind CSS, CSS, TypeScript, ThreeJS, Mapbox, Next.js","('next.js', 'B-FRAME')"
"REST API, JavaScript, ReactJS, Kotlin, Android, iOS, React Native","('rest api', 'B-FRAME')"
"REST API, JavaScript, ReactJS, Kotlin, Android, iOS, React Native","('android', 'B-FRAME')"
"REST API, JavaScript, ReactJS, Kotlin, Android, iOS, React Native","('ios', 'B-TOOL')"
"ReactJS, JavaScript, Django, Python, Docker, CSS, Deep Learning, PyTorch","('deep learning', 'B-FRAME')"
"Python, PyTorch, Linux","('linux', 'B-TOOL')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('vue.js', 'B-FRAME')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('html5', 'B-LANG')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('css3', 'B-LIB')"
"Vue.js, HTML5, Reactor, CSS3, REST API, React Native, Git, TypeScript","('rest api', 'B-FRAME')"
"ReactJS, Next.js, TypeScript","('next.js', 'B-FRAME')"
"Swift, MVVM(Model-View-ViewModel), CocoaPods","('mvvm(model-view-viewmodel)', 'B-FRAME')"
"Swift, MVVM(Model-View-ViewModel), CocoaPods","('cocoapods', 'B-TOOL')"
"C++, Python, Java, C#, Node.js, dlib, PyTorch, Deep Learning, Django","('node.js', 'B-FRAME')"
"C++, Python, Java, C#, Node.js, dlib, PyTorch, Deep Learning, Django","('dlib', 'B-LIB')"
"C++, Python, Java, C#, Node.js, dlib, PyTorch, Deep Learning, Django","('deep learning', 'B-FRAME')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('mariadb', 'B-TOOL')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('jquery', 'B-LIB')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('node.js', 'B-FRAME')"
"MySQL, MariaDB, JavaScript, jQuery, Node.js, PHP, Vue.js, ReactJS","('vue.js', 'B-FRAME')"
"Docker, Kubernetes, TypeScript, NestJS, Node.js, PostgreSQL","('node.js', 'B-FRAME')"
"Java, Spring, CI/CD","('ci/cd', 'B-TOOL')"
"Vue.js, ReactJS, JavaScript, TypeScript, Python, HTML, CSS","('vue.js', 'B-FRAME')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('deep learning', 'B-FRAME')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('machine learning', 'B-FRAME')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('aws ec2', 'B-TOOL')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('azure', 'B-TOOL')"
"Deep Learning, Machine Learning, AWS EC2, Azure, Git, Python, Linux, PyTorch, Tensorflow","('linux', 'B-TOOL')"
"SAP, MSSQL(Microsoft SQL Server)","('sap', 'B-TOOL')"
"SAP, MSSQL(Microsoft SQL Server)","('mssql(microsoft sql server)', 'B-TOOL')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('node.js', 'B-FRAME')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('mariadb', 'B-TOOL')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('gcp(google cloud platform)', 'B-TOOL')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('apache kafka', 'B-TOOL')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('mvp', 'B-FRAME')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('rest api', 'B-FRAME')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('linux', 'B-TOOL')"
"Node.js, Java, MySQL, MariaDB, Spring Boot, GCP(Google Cloud Platform), Apache Kafka, MVP, RabbitMQ, Kubernetes, JUnit, REST API, Linux, Unix","('unix', 'B-TOOL')"
"Linux, ARM, Embedded System","('linux', 'B-TOOL')"
"Linux, ARM, Embedded System","('arm', 'B-FRAME')"
"Linux, ARM, Embedded System","('embedded system', 'B-FRAME')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('embedded system', 'B-FRAME')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('verilog', 'B-LANG')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('hls(http live streaming)', 'B-TOOL')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('linux', 'B-TOOL')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('spdk', 'B-TOOL')"
"Embedded System, Verilog, HLS(HTTP Live Streaming), Linux, SPDK, Linux kernel","('linux kernel', 'B-TOOL')"
"C, C++, Linux, Linux kernel, Embedded System","('linux', 'B-TOOL')"
"C, C++, Linux, Linux kernel, Embedded System","('linux kernel', 'B-TOOL')"
"C, C++, Linux, Linux kernel, Embedded System","('embedded system', 'B-FRAME')"
"flutter, Android, iOS","('flutter', 'B-FRAME')"
"flutter, Android, iOS","('android', 'B-FRAME')"
"flutter, Android, iOS","('ios', 'B-TOOL')"
"C++, C, Python, Rust, Windows, Linux","('windows', 'B-TOOL')"
"C++, C, Python, Rust, Windows, Linux","('linux', 'B-TOOL')"
"Embedded System, C, Raspberry Pi","('embedded system', 'B-FRAME')"
"Embedded System, C, Raspberry Pi","('raspberry pi', 'B-TOOL')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('mariadb', 'B-TOOL')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('aws eks', 'B-TOOL')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('spring batch', 'B-FRAME')"
"Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring, JIRA","('gradle', 'B-TOOL')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('mariadb', 'B-TOOL')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('aws eks', 'B-TOOL')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('spring batch', 'B-FRAME')"
"JIRA, Spring Boot, Java, MariaDB, Redis, AWS EKS, Kubernetes, Jenkins, Spring Batch, Gradle, Docker, Git, Spring","('gradle', 'B-TOOL')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('node.js', 'B-FRAME')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('es6', 'B-LANG')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('tcp/ip', 'B-TOOL')"
"Node.js, Angular, TypeScript, JavaScript, ES6, TCP/IP, PLC","('plc', 'B-TOOL')"
"TypeScript, Next.js, React Hooks API","('next.js', 'B-FRAME')"
"TypeScript, Next.js, React Hooks API","('react hooks api', 'B-LIB')"
"Python, Go, AWS Lambda, Apache Kafka, AWS ECS, Kubernetes, gRPC, Kotlin","('aws lambda', 'B-TOOL')"
"Python, Go, AWS Lambda, Apache Kafka, AWS ECS, Kubernetes, gRPC, Kotlin","('apache kafka', 'B-TOOL')"
"Python, Go, AWS Lambda, Apache Kafka, AWS ECS, Kubernetes, gRPC, Kotlin","('aws ecs', 'B-TOOL')"
"ReactJS, PHP, Redux.js, JavaScript","('redux.js', 'B-LIB')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('sql', 'B-TOOL')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('apache airflow', 'B-FRAME')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('apache druid', 'B-FRAME')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('aws s3', 'B-TOOL')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('aws emr', 'B-TOOL')"
"MySQL, Python, SQL, Apache Airflow, Apache Druid, AWS S3, AWS DynamoDB, AWS EMR, Apache Kafka","('apache kafka', 'B-TOOL')"
"Node.js, PHP, Python, Go, Java","('node.js', 'B-FRAME')"
SQL,"('sql', 'B-TOOL')"
"Android, Kotlin","('android', 'B-FRAME')"
"JavaScript, Spring, Java, AWS ECS, Microsoft Azure, Python","('aws ecs', 'B-TOOL')"
"JavaScript, Spring, Java, AWS ECS, Microsoft Azure, Python","('microsoft azure', 'B-TOOL')"
"Swift, REST API, iOS","('rest api', 'B-FRAME')"
"Swift, REST API, iOS","('ios', 'B-TOOL')"
AWS Cloud9,"('aws cloud9', 'B-TOOL')"
"Java, Docker, MySQL, Spring Boot, Spring Batch, JPA(Java Persistent API)","('spring batch', 'B-FRAME')"
"Java, Docker, MySQL, Spring Boot, Spring Batch, JPA(Java Persistent API)","('jpa(java persistent api)', 'B-FRAME')"
"MySQL, Redis, WebSocket, Kotlin","('websocket', 'B-FRAME')"
"JavaScript, Node.js, GraphQL, AWS RDS, AWS S3, PostgreSQL, AWS ECS, Docker, TypeScript, Swagger, gRPC, MongoDB, AWS CodePipeline","('node.js', 'B-FRAME')"
"JavaScript, Node.js, GraphQL, AWS RDS, AWS S3, PostgreSQL, AWS ECS, Docker, TypeScript, Swagger, gRPC, MongoDB, AWS CodePipeline","('aws rds', 'B-TOOL')"
"JavaScript, Node.js, GraphQL, AWS RDS, AWS S3, PostgreSQL, AWS ECS, Docker, TypeScript, Swagger, gRPC, MongoDB, AWS CodePipeline","('aws s3', 'B-TOOL')"
