technicalTags,mapped_technicalTags
"Vue.js, ReactJS, flutter, React Native, Swift, Kotlin, Java, Spring Boot","('kotlin', 'B-LANG')"
"Vue.js, ReactJS, flutter, React Native, Swift, Kotlin, Java, Spring Boot","('java', 'B-LANG')"
"Vue.js, ReactJS, flutter, React Native, Swift, Kotlin, Java, Spring Boot","('spring boot', 'B-FRAME')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('java', 'B-LANG')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('spring', 'B-FRAME')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('php', 'B-LANG')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('python', 'B-LANG')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('django', 'B-FRAME')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('mysql', 'B-TOOL')"
"Java, Spring, PHP, Python, Django, MySQL, Node.js, Redis","('redis', 'B-TOOL')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('react native', 'B-FRAME')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('nestjs', 'B-FRAME')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('expressjs', 'B-FRAME')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('redis', 'B-TOOL')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('python', 'B-LANG')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('aws dynamodb', 'B-TOOL')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('pytorch', 'B-LIB')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('jenkins', 'B-TOOL')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('jira', 'B-TOOL')"
"React Native, NestJS, ExpressJS, Redis, Python, AWS DynamoDB, PyTorch, GitHub Actions, AWS Elastic Beanstalk, Jenkins, JIRA, Slack API, GitHub","('github', 'B-TOOL')"
"AWS Cloud9, MySQL, Jenkins, Kubernetes","('mysql', 'B-TOOL')"
"AWS Cloud9, MySQL, Jenkins, Kubernetes","('jenkins', 'B-TOOL')"
"AWS Cloud9, MySQL, Jenkins, Kubernetes","('kubernetes', 'B-TOOL')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('reactjs', 'B-LIB')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('typescript', 'B-LANG')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('git', 'B-TOOL')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('github', 'B-TOOL')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('mysql', 'B-TOOL')"
"ReactJS, Next.js, TypeScript, Git, GitHub, AWS S3, AWS EC2, MySQL, PHP","('php', 'B-LANG')"
"CSS3, JavaScript, HTML5","('javascript', 'B-LANG')"
"C++, Unreal Engine","('c++', 'B-LANG')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('docker', 'B-TOOL')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('git', 'B-TOOL')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('python', 'B-LANG')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('reactjs', 'B-LIB')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('kubernetes', 'B-TOOL')"
"Docker, Git, Python, ReactJS, Kubernetes, Apache Kafka, WebSocket, FastAPI","('fastapi', 'B-FRAME')"
"Python, Solidity, Ethereum, Rust, JavaScript","('python', 'B-LANG')"
"Python, Solidity, Ethereum, Rust, JavaScript","('solidity', 'B-LANG')"
"Python, Solidity, Ethereum, Rust, JavaScript","('rust', 'B-LANG')"
"Python, Solidity, Ethereum, Rust, JavaScript","('javascript', 'B-LANG')"
"Python, MySQL","('python', 'B-LANG')"
"Python, MySQL","('mysql', 'B-TOOL')"
"Spring Boot, NestJS, ExpressJS","('spring boot', 'B-FRAME')"
"Spring Boot, NestJS, ExpressJS","('nestjs', 'B-FRAME')"
"Spring Boot, NestJS, ExpressJS","('expressjs', 'B-FRAME')"
"Python, C++","('python', 'B-LANG')"
"Python, C++","('c++', 'B-LANG')"
"Node.js, Redis, MySQL, Amazon Web Services(AWS)","('redis', 'B-TOOL')"
"Node.js, Redis, MySQL, Amazon Web Services(AWS)","('mysql', 'B-TOOL')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('python', 'B-LANG')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('c', 'B-LANG')"
"TCP/IP, Python, C, Shell Script, Git, Linux kernel, NoSQL","('git', 'B-TOOL')"
"ReactJS, Redux.js, WebSocket, Amazon Web Services(AWS)","('reactjs', 'B-LIB')"
"Swift, iOS","('swift', 'B-LANG')"
"ReactJS, TypeScript, JavaScript","('reactjs', 'B-LIB')"
"ReactJS, TypeScript, JavaScript","('typescript', 'B-LANG')"
"ReactJS, TypeScript, JavaScript","('javascript', 'B-LANG')"
"Unity, C#","('unity', 'B-TOOL')"
"Unity, C#","('c#', 'B-LANG')"
"Git, Windows, Linux, Apache, Apache Tomcat","('git', 'B-TOOL')"
"Java, Python, Kotlin, Spring, Ruby on Rails","('java', 'B-LANG')"
"Java, Python, Kotlin, Spring, Ruby on Rails","('python', 'B-LANG')"
"Java, Python, Kotlin, Spring, Ruby on Rails","('kotlin', 'B-LANG')"
"Java, Python, Kotlin, Spring, Ruby on Rails","('spring', 'B-FRAME')"
"Java, Python, Kotlin, Spring, Ruby on Rails","('ruby on rails', 'B-FRAME')"
"Python, Java, Kotlin, Ruby on Rails, Spring","('python', 'B-LANG')"
"Python, Java, Kotlin, Ruby on Rails, Spring","('java', 'B-LANG')"
"Python, Java, Kotlin, Ruby on Rails, Spring","('kotlin', 'B-LANG')"
"Python, Java, Kotlin, Ruby on Rails, Spring","('ruby on rails', 'B-FRAME')"
"Python, Java, Kotlin, Ruby on Rails, Spring","('spring', 'B-FRAME')"
"SQL, Python, Tableau","('python', 'B-LANG')"
"SQL, Python, Tableau","('tableau', 'B-TOOL')"
"JavaScript, ReactJS, TypeScript","('javascript', 'B-LANG')"
"JavaScript, ReactJS, TypeScript","('reactjs', 'B-LIB')"
"JavaScript, ReactJS, TypeScript","('typescript', 'B-LANG')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('python', 'B-LANG')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('javascript', 'B-LANG')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('css', 'B-LANG')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('html', 'B-LANG')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('git', 'B-TOOL')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('pytorch', 'B-LIB')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('java', 'B-LANG')"
"Python, JavaScript, CSS, Machine Vision, HTML, Git, PyTorch, Java, MySQL","('mysql', 'B-TOOL')"
"Java, MSSQL(Microsoft SQL Server), C#","('java', 'B-LANG')"
"Java, MSSQL(Microsoft SQL Server), C#","('c#', 'B-LANG')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('python', 'B-LANG')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('elasticsearch', 'B-TOOL')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('docker', 'B-TOOL')"
"Python, Elasticsearch, Docker, SQL, Linux, MongoDB","('mongodb', 'B-TOOL')"
"Tensorflow, PyTorch","('tensorflow', 'B-LIB')"
"Tensorflow, PyTorch","('pytorch', 'B-LIB')"
"Spring, Git, Datadog","('spring', 'B-FRAME')"
"Spring, Git, Datadog","('git', 'B-TOOL')"
"Spring, Git, Datadog","('spring', 'B-FRAME')"
"Spring, Git, Datadog","('git', 'B-TOOL')"
"C, C++, Python","('c', 'B-LANG')"
"C, C++, Python","('c++', 'B-LANG')"
"C, C++, Python","('python', 'B-LANG')"
"Java, Python, JavaScript, MySQL, Docker","('java', 'B-LANG')"
"Java, Python, JavaScript, MySQL, Docker","('python', 'B-LANG')"
"Java, Python, JavaScript, MySQL, Docker","('javascript', 'B-LANG')"
"Java, Python, JavaScript, MySQL, Docker","('mysql', 'B-TOOL')"
"Java, Python, JavaScript, MySQL, Docker","('docker', 'B-TOOL')"
"Spring, Git, Datadog","('spring', 'B-FRAME')"
"Spring, Git, Datadog","('git', 'B-TOOL')"
"C#, Python, C","('c#', 'B-LANG')"
"C#, Python, C","('python', 'B-LANG')"
"C#, Python, C","('c', 'B-LANG')"
"Java, Spring, MySQL, Redis, AWS Athena, Kotlin, MongoDB","('java', 'B-LANG')"
"Java, Spring, MySQL, Redis, AWS Athena, Kotlin, MongoDB","('spring', 'B-FRAME')"
"Java, Spring, MySQL, Redis, AWS Athena, Kotlin, MongoDB","('mysql', 'B-TOOL')"
"Java, Spring, MySQL, Redis, AWS Athena, Kotlin, MongoDB","('redis', 'B-TOOL')"
"Java, Spring, MySQL, Redis, AWS Athena, Kotlin, MongoDB","('aws athena', 'B-TOOL')"
"Java, Spring, MySQL, Redis, AWS Athena, Kotlin, MongoDB","('kotlin', 'B-LANG')"
"Java, Spring, MySQL, Redis, AWS Athena, Kotlin, MongoDB","('mongodb', 'B-TOOL')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('java', 'B-LANG')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('spring', 'B-FRAME')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('mysql', 'B-TOOL')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('redis', 'B-TOOL')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('docker', 'B-TOOL')"
"Java, Spring, MySQL, Redis, Docker, AWS Athena, AWS S3","('aws athena', 'B-TOOL')"
React Native,"('react native', 'B-FRAME')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('python', 'B-LANG')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('c++', 'B-LANG')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('git', 'B-TOOL')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('pandas', 'B-LIB')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('scikit-learn', 'B-LIB')"
"Python, Linux, C++, Git, Big Data, Data Analysis, Pandas, Scikit-Learn, Tensorflow, NLP, Machine Learning","('tensorflow', 'B-LIB')"
"Python, C++, Linux, TCP/IP, Big Data","('python', 'B-LANG')"
"Python, C++, Linux, TCP/IP, Big Data","('c++', 'B-LANG')"
"TypeScript, JavaScript, HTML, CSS, Ajax","('typescript', 'B-LANG')"
"TypeScript, JavaScript, HTML, CSS, Ajax","('javascript', 'B-LANG')"
"TypeScript, JavaScript, HTML, CSS, Ajax","('html', 'B-LANG')"
"TypeScript, JavaScript, HTML, CSS, Ajax","('css', 'B-LANG')"
"Python, C++, Linux, TCP/IP, Big Data","('python', 'B-LANG')"
"Python, C++, Linux, TCP/IP, Big Data","('c++', 'B-LANG')"
"Android, Java, Kotlin","('java', 'B-LANG')"
"Android, Java, Kotlin","('kotlin', 'B-LANG')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('javascript', 'B-LANG')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('svelte', 'B-FRAME')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('html', 'B-LANG')"
"JavaScript, Svelte, ES6, Node.js, HTML, CSS","('css', 'B-LANG')"
"JavaScript, HTML, jQuery, Node.js","('javascript', 'B-LANG')"
"JavaScript, HTML, jQuery, Node.js","('html', 'B-LANG')"
"Redux.js, ReactJS, TypeScript, Sass(SCSS)","('reactjs', 'B-LIB')"
"Redux.js, ReactJS, TypeScript, Sass(SCSS)","('typescript', 'B-LANG')"
"Linux, C, C++","('c', 'B-LANG')"
"Linux, C, C++","('c++', 'B-LANG')"
"Go, gRPC, Docker, MySQL","('go', 'B-LANG')"
"Go, gRPC, Docker, MySQL","('grpc', 'B-FRAME')"
"Go, gRPC, Docker, MySQL","('docker', 'B-TOOL')"
"Go, gRPC, Docker, MySQL","('mysql', 'B-TOOL')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('rust', 'B-LANG')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('kotlin', 'B-LANG')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('spring', 'B-FRAME')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('redis', 'B-TOOL')"
"Rust, Kotlin, Spring, flutter, Apache Kafka, Redis, NoSQL, Dart, Spring Data JPA","('dart', 'B-LANG')"
C++,"('c++', 'B-LANG')"
"Linux, Python, Docker","('python', 'B-LANG')"
"Linux, Python, Docker","('docker', 'B-TOOL')"
"Docker, Django, Python, Keras","('docker', 'B-TOOL')"
"Docker, Django, Python, Keras","('django', 'B-FRAME')"
"Docker, Django, Python, Keras","('python', 'B-LANG')"
"Docker, Django, Python, Keras","('keras', 'B-LIB')"
"C, C++, Python","('c', 'B-LANG')"
"C, C++, Python","('c++', 'B-LANG')"
"C, C++, Python","('python', 'B-LANG')"
"Java, MySQL, Spring Boot, Querydsl, Git","('java', 'B-LANG')"
"Java, MySQL, Spring Boot, Querydsl, Git","('mysql', 'B-TOOL')"
"Java, MySQL, Spring Boot, Querydsl, Git","('spring boot', 'B-FRAME')"
"Java, MySQL, Spring Boot, Querydsl, Git","('git', 'B-TOOL')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('reactjs', 'B-LIB')"
"React Admin, React Hooks API, React Native Router, ReactJS, TypeScript, Next.js, Redux.js, Redux-Saga, Redux-Observable, Redux-Thunk, Tailwind CSS, Webpack","('typescript', 'B-LANG')"
"Python, ML Kit","('python', 'B-LANG')"
"MySQL, PostgreSQL, PHP, GitHub, Ubuntu","('mysql', 'B-TOOL')"
"MySQL, PostgreSQL, PHP, GitHub, Ubuntu","('postgresql', 'B-TOOL')"
"MySQL, PostgreSQL, PHP, GitHub, Ubuntu","('php', 'B-LANG')"
"MySQL, PostgreSQL, PHP, GitHub, Ubuntu","('github', 'B-TOOL')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('java', 'B-LANG')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('github', 'B-TOOL')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('jira', 'B-TOOL')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('rabbitmq', 'B-TOOL')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('mysql', 'B-TOOL')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('spring boot', 'B-FRAME')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('kubernetes', 'B-TOOL')"
"Java, GitHub, JIRA, RabbitMQ, MySQL, Spring Boot, Spring Data JPA, Kubernetes, Redis","('redis', 'B-TOOL')"
"Django, Python","('django', 'B-FRAME')"
"Django, Python","('python', 'B-LANG')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('github', 'B-TOOL')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('mysql', 'B-TOOL')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('python', 'B-LANG')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('html', 'B-LANG')"
"GitHub, DRF(Django REST framework), Ubuntu, MySQL, Python, HTML, CSS","('css', 'B-LANG')"
"Next.js, TypeScript, Git, React Native, HTML, JavaScript","('typescript', 'B-LANG')"
"Next.js, TypeScript, Git, React Native, HTML, JavaScript","('git', 'B-TOOL')"
"Next.js, TypeScript, Git, React Native, HTML, JavaScript","('react native', 'B-FRAME')"
"Next.js, TypeScript, Git, React Native, HTML, JavaScript","('html', 'B-LANG')"
"Next.js, TypeScript, Git, React Native, HTML, JavaScript","('javascript', 'B-LANG')"
"Kubernetes, Elasticsearch, GitHub, MongoDB, AWS EC2, JIRA","('kubernetes', 'B-TOOL')"
"Kubernetes, Elasticsearch, GitHub, MongoDB, AWS EC2, JIRA","('elasticsearch', 'B-TOOL')"
"Kubernetes, Elasticsearch, GitHub, MongoDB, AWS EC2, JIRA","('github', 'B-TOOL')"
"Kubernetes, Elasticsearch, GitHub, MongoDB, AWS EC2, JIRA","('mongodb', 'B-TOOL')"
"Kubernetes, Elasticsearch, GitHub, MongoDB, AWS EC2, JIRA","('jira', 'B-TOOL')"
"JavaScript, TypeScript, React Native","('javascript', 'B-LANG')"
"JavaScript, TypeScript, React Native","('typescript', 'B-LANG')"
"JavaScript, TypeScript, React Native","('react native', 'B-FRAME')"
"JavaScript, TypeScript, React Native","('javascript', 'B-LANG')"
"JavaScript, TypeScript, React Native","('typescript', 'B-LANG')"
"JavaScript, TypeScript, React Native","('react native', 'B-FRAME')"
"Java, Kotlin, Spring Boot","('java', 'B-LANG')"
"Java, Kotlin, Spring Boot","('kotlin', 'B-LANG')"
"Java, Kotlin, Spring Boot","('spring boot', 'B-FRAME')"
"Java, Kotlin, Spring Boot","('java', 'B-LANG')"
"Java, Kotlin, Spring Boot","('kotlin', 'B-LANG')"
"Java, Kotlin, Spring Boot","('spring boot', 'B-FRAME')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('typescript', 'B-LANG')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('nestjs', 'B-FRAME')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('expressjs', 'B-FRAME')"
"TypeScript, Next.js, flutter, Tailwind CSS, NestJS, Node.js, ExpressJS, REST API, MySQL","('mysql', 'B-TOOL')"
"Java, JavaScript, Spring, Spring Boot, Django","('java', 'B-LANG')"
"Java, JavaScript, Spring, Spring Boot, Django","('javascript', 'B-LANG')"
